date,stock_code,direction,score,events,industries,confidence,reasons
2026-09-09,2327.TW,SELL,-4.25,關稅/貿易戰 | 景氣轉弱 | 通膨上升 | 記憶體漲價,電子零組件,1.0,"關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 記憶體漲價 → 電子零組件（中強度利空, 信心100%, 短期）"
2026-09-09,3037.TW,SELL,-4.25,關稅/貿易戰 | 景氣轉弱 | 通膨上升 | 記憶體漲價,電子零組件,1.0,"關稅/貿易戰 → 電子零組件（高強度利多, 信心100%, 中期） / 景氣轉弱 → 電子零組件（高強度利空, 信心100%, 中期） / 通膨上升 → 電子零組件（高強度利空, 信心100%, 短期） / 記憶體漲價 → 電子零組件（中強度利空, 信心100%, 短期）"
2026-09-09,2002.TW,BUY,3.4,通膨上升 | 美元貶值,鋼鐵,1.0,"通膨上升 → 鋼鐵（中強度利多, 信心100%, 短期） / 美元貶值 → 鋼鐵（中強度利多, 信心100%, 短期）"
2026-09-09,2006.TW,BUY,3.4,通膨上升 | 美元貶值,鋼鐵,1.0,"通膨上升 → 鋼鐵（中強度利多, 信心100%, 短期） / 美元貶值 → 鋼鐵（中強度利多, 信心100%, 短期）"
2026-09-09,2007.TW,BUY,3.4,通膨上升 | 美元貶值,鋼鐵,1.0,"通膨上升 → 鋼鐵（中強度利多, 信心100%, 短期） / 美元貶值 → 鋼鐵（中強度利多, 信心100%, 短期）"
2026-09-09,2880.TW,BUY,3.4,升息 | 戰爭升溫,金融,0.85,"升息 → 金融（中強度利多, 信心100%, 即時） / 戰爭升溫 → 金融（中強度利多, 信心70%, 即時）"
2026-09-09,2881.TW,BUY,3.4,升息 | 戰爭升溫,金融,0.85,"升息 → 金融（中強度利多, 信心100%, 即時） / 戰爭升溫 → 金融（中強度利多, 信心70%, 即時）"
2026-09-09,2882.TW,BUY,3.4,升息 | 戰爭升溫,金融,0.85,"升息 → 金融（中強度利多, 信心100%, 即時） / 戰爭升溫 → 金融（中強度利多, 信心70%, 即時）"
2026-09-09,2884.TW,BUY,3.4,升息 | 戰爭升溫,金融,0.85,"升息 → 金融（中強度利多, 信心100%, 即時） / 戰爭升溫 → 金融（中強度利多, 信心70%, 即時）"
2026-09-09,2886.TW,BUY,3.4,升息 | 戰爭升溫,金融,0.85,"升息 → 金融（中強度利多, 信心100%, 即時） / 戰爭升溫 → 金融（中強度利多, 信心70%, 即時）"
2026-09-09,2382.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-09,2356.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-09,2308.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-09,3017.TW,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-09,6669.TWO,BUY,3.0,AI熱潮,AI伺服器,1.0,"AI熱潮 → AI伺服器（高強度利多, 信心100%, 即時）"
2026-09-09,2515.TW,SELL,-3.0,升息,建材營造,1.0,"升息 → 建材營造（高強度利空, 信心100%, 即時）"
2026-09-09,5534.TW,SELL,-3.0,升息,建材營造,1.0,"升息 → 建材營造（高強度利空, 信心100%, 即時）"
2026-09-09,2504.TW,SELL,-3.0,升息,建材營造,1.0,"升息 → 建材營造（高強度利空, 信心100%, 即時）"
2026-09-09,2408.TW,BUY,2.55,記憶體漲價,記憶體,1.0,"記憶體漲價 → 記憶體（高強度利多, 信心100%, 短期）"
2026-09-09,3260.TW,BUY,2.55,記憶體漲價,記憶體,1.0,"記憶體漲價 → 記憶體（高強度利多, 信心100%, 短期）"
2026-09-09,2344.TW,SELL,-2.4,AI熱潮 | 關稅/貿易戰 | 景氣轉弱 | 美元貶值 | 記憶體漲價 | 升息,半導體 | 記憶體,1.0,"AI熱潮 → 半導體（高強度利多, 信心100%, 即時） / 關稅/貿易戰 → 半導體（高強度利空, 信心100%, 中期） / 景氣轉弱 → 半導體（中強度利空, 信心100%, 中期） / 美元貶值 → 半導體（中強度利空, 信心100%, 短期） / 記憶體漲價 → 記憶體（高強度利多, 信心100%, 短期） / 升息 → 半導體（高強度利空, 信心100%, 即時）"
2026-09-09,2901.TW,SELL,-2.1,戰爭升溫,休閒娛樂,0.7,"戰爭升溫 → 休閒娛樂（高強度利空, 信心70%, 即時）"
2026-09-09,9941.TW,SELL,-2.1,戰爭升溫,休閒娛樂,0.7,"戰爭升溫 → 休閒娛樂（高強度利空, 信心70%, 即時）"
